0.190997	0.455959247
0.824116	
0.667796	
0.797261	
0.790956	
0.967615	
0.723112	
0.754083	
0.806397	
0.839254	
0.836598	
0.81777	
0.807955	
0.831908	
0.625513	
0.592859	
0.261915	
0.299498	
0.335389	
0.522875	
0.594958	
0.405795	
0.436934	
0.539161	
0.474753	
0.436094	
0.27639	
0.068564	
0.041654	
0.039703	
0.099864	
0.183529	
0.568763	
0.282584	
0.31791	
0.677051	
0.428951	
0.583428	
0.354663	
0.438565	
0.27175	
0.394946	
0.222748	
0.301206	
0.267665	
0.25171	
0.235227	
0.369674	
0.492601	
0.547931	
0.736422	
0.714134	
0.643214	
0.683769	
0.311344	
0.335465	
0.915389	
0.751229	
0.670239	
0.550357	
0.65124	
0.586329	
0.700825	
0.680087	
0.690594	
0.682913	
0.763499	
0.859816	
0.901647	
0.780992	
0.570259	
0.689718	
0.69018	
0.543325	
0.79682	
0.967434	
0.80838	
0.632365	
0.675616	
0.894417	
0.798422	
0.851013	
0.647322	
0.610368	
0.835777	
0.443822	
0.375597	
0.836227	
0.750171	
0.566915	
0.793027	
0.800036	
0.603348	
0.389394	
0.388526	
0.840641	
0.581172	
0.62702	
0.527405	
0.573748	
0.557441	
0.441116	
0.651097	
0.504296	
0.710749	
0.783723	
0.742184	
0.670885	
0.746841	
0.362061	
0.483629	
0.303724	
0.226243	
0.549058	
0.479369	
0.397913	
0.531386	
0.795882	
0.42961	
0.631297	
0.330149	
0.500205	
0.304772	
0.661036	
0.799007	
0.646041	
0.691275	
0.806738	
0.670334	
0.699195	
0.680794	
0.583102	
0.759314	
0.807607	
0.596459	
0.724331	
0.979068	
0.880276	
0.754278	
0.335072	
0.659019	
0.61889	
0.656717	
0.724731	
0.788726	
0.567024	
0.333277	
0.261561	
0.659798	
0.588373	
0.593065	
0.545021	
0.446454	
0.145745	
0.130883	
0.712418	
0.668589	
0.521196	
0.436868	
0.716748	
0.501739	
0.195372	
0.253688	
0.549262	
0.31327	
0.084962	
0.395781	
