0.000000000000000000e+00,3.700000000000000000e+01,7.500000000000000000e+01,1.080000000000000000e+02,1.420000000000000000e+02,1.800000000000000000e+02,2.330000000000000000e+02,2.730000000000000000e+02,3.080000000000000000e+02,3.540000000000000000e+02,3.970000000000000000e+02,4.320000000000000000e+02,4.660000000000000000e+02,5.010000000000000000e+02,5.370000000000000000e+02,5.750000000000000000e+02,6.100000000000000000e+02,6.440000000000000000e+02,6.780000000000000000e+02,7.130000000000000000e+02,7.460000000000000000e+02,7.780000000000000000e+02,8.180000000000000000e+02,8.500000000000000000e+02,8.840000000000000000e+02,9.160000000000000000e+02,9.470000000000000000e+02,9.920000000000000000e+02,1.033000000000000000e+03,1.071000000000000000e+03,1.107000000000000000e+03,1.142000000000000000e+03,1.178000000000000000e+03,1.213000000000000000e+03,1.258000000000000000e+03,1.294000000000000000e+03,1.330000000000000000e+03,1.390000000000000000e+03,1.427000000000000000e+03,1.462000000000000000e+03,1.500000000000000000e+03,1.537000000000000000e+03,1.575000000000000000e+03,1.616000000000000000e+03,1.653000000000000000e+03,1.694000000000000000e+03,1.736000000000000000e+03,1.775000000000000000e+03,1.813000000000000000e+03,1.860000000000000000e+03,1.900000000000000000e+03,1.938000000000000000e+03,1.976000000000000000e+03,2.023000000000000000e+03
2.563738800000000054e-02,-2.955216199999999988e-02,-1.580756900000000048e-02,-1.588922699999999882e-02,-1.598060100000000053e-02,2.382683799999999949e-02,6.711817000000000477e-02,8.272269000000000150e-02,1.361092900000000078e-02,-4.149901999999999758e-02,-2.535390900000000086e-02,1.884687700000000077e-01,1.721248900000000026e-01,4.207092500000000207e-02,-1.979765699999999976e-02,2.501062999999999897e-02,5.046297999999999756e-02,8.192589999999999595e-02,1.448766400000000010e-01,-3.471620400000000051e-02,4.506007000000000241e-03,-4.696151600000000176e-02,-1.253041500000000030e-01,-1.739902000000000115e-01,-2.629352799999999934e-01,-2.171556400000000109e-01,-1.039660000000000029e-01,4.675745999999999722e-03,3.103703299999999859e-02,5.856949000000000183e-02,1.304167500000000084e-02,-4.373845500000000247e-02,1.533410500000000065e-01,2.573839399999999777e-01,1.759695900000000091e-01,2.168768000000000085e-01,1.267315699999999878e-01,1.093737500000000057e-01,2.281010199999999877e-02,9.923249500000000389e-02,9.474087000000000480e-02,-6.412481999999999904e-02,-1.671438199999999985e-01,-2.860599200000000231e-01,-2.038904300000000114e-01,-1.862558400000000058e-01,-1.912713600000000014e-01,-1.635178300000000029e-01,-6.540780999999999679e-02,-2.604126999999999918e-03,1.725189699999999937e-01,-4.475656000000000079e-02,-2.404678500000000108e-01,4.583737300000000070e-02
-1.043271999999999949e-02,1.097667199999999982e-02,-3.083932400000000129e-02,-3.844976400000000086e-03,3.725790999999999825e-02,1.719319799999999981e-02,-1.288104099999999932e-02,-6.904291999999999374e-02,-1.450810399999999944e-01,-1.509072200000000086e-01,-1.521070599999999884e-01,-7.596099400000000390e-02,-1.207972199999999968e-01,1.310265700000000089e-01,-2.045410900000000157e-02,-1.532573100000000077e-01,-1.129871600000000031e-01,-1.812190100000000137e-01,1.014646899999999997e-02,3.626245300000000005e-02,3.503352400000000078e-03,1.508547699999999991e-01,2.720447200000000176e-01,2.020494999999999930e-01,4.235384500000000108e-01,3.819171199999999988e-01,3.828877199999999870e-01,3.251600299999999888e-01,3.086697999999999942e-01,2.160940199999999978e-01,-6.666397999999999768e-02,-1.985218499999999997e-01,-4.923653599999999741e-02,-8.797145000000000659e-02,-4.421067200000000086e-01,-5.640211699999999606e-01,-3.986132700000000195e-01,-2.980931399999999787e-01,-1.536131500000000039e-01,-7.268750999999999685e-02,9.552681400000000156e-02,1.217233540000000058e-01,-1.855897900000000045e-01,-6.930195999999999579e-02,1.628470999999999946e-01,3.928164199999999995e-01,2.595603499999999952e-01,4.372935299999999859e-01,4.458563300000000229e-01,6.012899999999999912e-01,4.575490999999999864e-01,-1.850211599999999901e-01,-1.074299799999999944e-01,-3.132786799999999761e-01
8.471489000000000449e-03,-1.072597500000000044e-02,2.705097199999999952e-02,-6.172371000000000107e-02,-1.806631099999999879e-01,-1.514959300000000009e-01,-3.063411699999999960e-01,-4.048338000000000214e-01,-5.297169699999999537e-01,-3.829522000000000204e-01,-3.063616800000000251e-01,3.812399000000000204e-01,9.885129999999999750e-01,4.781389200000000228e-01,5.193233499999999614e-01,6.914234000000000213e-01,6.474246999999999641e-01,5.779313999999999840e-01,2.080326100000000067e-01,-2.465276700000000043e-01,-2.715187000000000017e-01,-5.388155000000000028e-01,-1.115379300000000073e+00,-1.159474399999999905e+00,-1.075039899999999937e+00,-1.111204099999999917e+00,-8.971848500000000337e-01,-7.347731600000000363e-01,-6.880832000000000059e-01,-2.151622800000000113e-01,1.631674800000000036e-01,6.926388999999999463e-01,4.261808400000000052e-01,7.391338299999999917e-01,1.219961199999999968e+00,1.084042500000000020e+00,1.225019499999999928e+00,7.077322000000000335e-01,6.694020999999999999e-01,5.410623599999999644e-01,3.915405300000000116e-02,-3.725881600000000016e-01,-4.091796999999999795e-01,-6.786126999999999576e-01,-9.013280999999999654e-01,-1.136017800000000078e+00,-8.926000600000000285e-01,-1.112253200000000053e+00,-8.042254399999999581e-01,-8.212247000000000297e-01,-2.378277799999999886e-01,9.593186400000000003e-01,1.765656499999999962e+00,1.166630700000000020e+00
2.436500799999999911e-01,1.889961000000000002e-01,1.788581900000000002e-01,1.528096499999999913e-01,1.510211499999999929e-01,1.817668799999999918e-01,2.426868799999999937e-01,2.623379499999999864e-01,1.956996900000000095e-01,1.096405399999999947e-01,6.891477000000000019e-02,2.891195400000000082e-01,3.152935499999999780e-01,2.416124500000000064e-01,1.474025800000000053e-01,3.257303699999999913e-02,2.945580899999999946e-02,1.021539999999999948e-01,3.404320200000000018e-01,2.710112299999999919e-01,3.300403399999999876e-01,3.510674799999999873e-01,3.263489600000000213e-01,3.014289700000000183e-01,2.267743000000000120e-01,1.178749050000000020e-01,1.876237699999999953e-01,2.290726999999999902e-01,3.250648400000000215e-01,3.356725600000000087e-01,3.063720999999999806e-01,8.502102000000000270e-02,1.609094699999999989e-01,2.481242399999999959e-01,1.655697799999999997e-01,2.562940699999999850e-01,1.865377699999999916e-01,2.146254200000000112e-01,1.586859800000000043e-01,2.485078699999999918e-01,4.029871800000000004e-01,3.176739199999999985e-01,2.218055100000000113e-01,5.325852300000000206e-02,4.358242500000000103e-02,5.023098399999999936e-02,-4.191200999999999954e-02,-3.801780200000000332e-02,1.967144800000000110e-02,3.276027699999999737e-02,1.536697399999999991e-01,3.940049999999999941e-01,-7.259962000000000359e-02,2.216225900000000082e-01
-1.539831799999999973e-01,-1.349512300000000053e-01,-1.630446999999999869e-01,-1.786376100000000022e-01,-1.506681400000000060e-01,-1.122479900000000058e-01,-1.711068299999999875e-01,-2.396729999999999972e-01,-4.200034400000000057e-01,-5.064893999999999785e-01,-5.420624000000000553e-01,-3.310409999999999742e-01,-3.311502000000000057e-01,5.379573299999999836e-02,2.557918699999999768e-01,3.412973300000000099e-01,3.996106999999999854e-01,2.341825999999999908e-01,3.290803999999999951e-01,2.546841000000000244e-01,6.532512600000000072e-03,-1.552997499999999864e-01,-3.221226300000000209e-01,-5.202805999999999820e-01,-6.007240400000000147e-01,-5.457310699999999848e-01,-6.239829999999999544e-01,-5.997146399999999655e-01,-4.591664400000000090e-01,-4.214778000000000135e-01,-5.297342000000000439e-01,-6.020260499999999793e-01,-3.242321300000000073e-01,-1.372045650000000040e-02,-4.178298600000000113e-02,-3.358542299999999758e-01,-1.664892699999999948e-01,4.821672300000000300e-02,2.029616499999999935e-01,2.513400599999999763e-01,3.731831999999999927e-01,3.983839200000000025e-01,-1.227549200000000035e-01,-5.914426999999999879e-01,-7.483975000000000488e-01,-5.782969000000000026e-01,-7.679415000000000546e-01,-7.476962999999999804e-01,-5.956021500000000524e-01,-9.277715999999999741e-02,1.434360899999999883e-01,-2.656048200000000192e-01,-1.979500999999999900e-01,-4.077282199999999746e-01
-6.604067999999999605e-01,-6.562491700000000483e-01,-6.300641000000000158e-01,-7.086783599999999517e-01,-8.245208000000000537e-01,-1.002502900000000086e+00,-1.290203999999999906e+00,-1.691888800000000082e+00,-2.315500699999999856e+00,-2.446174099999999907e+00,-2.483399599999999818e+00,-1.388752200000000103e+00,-6.101655000000000273e-01,1.170825399999999988e-01,6.373381000000000185e-01,1.115062199999999892e+00,1.587012300000000042e+00,2.399665600000000065e+00,2.337794999999999845e+00,1.973575099999999916e+00,1.640196999999999905e+00,1.226766500000000093e+00,-3.162920500000000051e-02,-8.845975000000000366e-01,-1.467592100000000066e+00,-2.374970400000000037e+00,-2.870851500000000112e+00,-3.286410599999999960e+00,-4.007815400000000139e+00,-3.956881300000000046e+00,-3.734452500000000175e+00,-2.732749500000000165e+00,-2.526370800000000028e+00,-2.078764000000000056e+00,-9.742357999999999851e-01,5.289789999999999770e-02,7.505500000000000504e-01,1.491918400000000089e+00,2.179697800000000019e+00,2.562508600000000136e+00,2.470902999999999849e+00,1.821222200000000013e+00,1.479978800000000039e+00,6.773470000000000324e-01,-1.476827300000000016e-02,-1.301434399999999991e+00,-2.189433600000000091e+00,-2.850406200000000112e+00,-3.546494700000000222e+00,-4.258752999999999567e+00,-4.416731399999999752e+00,-2.849424799999999980e+00,-1.533484099999999906e+00,-8.892081999999999764e-02
-7.345251000000000419e-01,-7.321071599999999790e-01,-7.301033999999999580e-01,-7.309186500000000031e-01,-7.344564000000000092e-01,-7.352220999999999895e-01,-7.236529999999999907e-01,-6.956968300000000438e-01,-6.248572999999999489e-01,-5.822276499999999855e-01,-5.503745700000000074e-01,-3.613496400000000275e-01,-2.850957000000000074e-01,-2.041759800000000069e-01,-1.297399100000000138e-01,-5.365599699999999694e-02,2.061956399999999995e-02,2.355882899999999988e-02,-1.826011799999999879e-02,-7.260750000000000537e-02,-1.127843860000000004e-01,-1.768107399999999940e-01,-3.148449700000000018e-01,-4.287032499999999802e-01,-5.430122600000000244e-01,-6.452854999999999563e-01,-6.997527000000000053e-01,-7.514132000000000033e-01,-7.769453499999999790e-01,-7.427454000000000001e-01,-6.698431999999999720e-01,-5.367788999999999477e-01,-4.478354800000000080e-01,-2.974741499999999927e-01,-1.052192799999999984e-02,1.529012299999999991e-01,2.605551199999999734e-01,3.497444699999999740e-01,3.977033799999999952e-01,3.800198399999999976e-01,3.326243199999999733e-01,2.572479200000000188e-01,1.822599900000000106e-01,1.673840999999999871e-02,-1.586417699999999875e-01,-3.651058400000000148e-01,-5.312304500000000207e-01,-6.269272999999999652e-01,-6.857914999999999983e-01,-6.870248300000000308e-01,-6.166863399999999995e-01,-6.031406999999999741e-01,-5.999548999999999577e-01,-5.426621400000000150e-01
1.398811299999999980e+00,1.396254499999999954e+00,1.396609200000000106e+00,1.400661699999999898e+00,1.400540099999999955e+00,1.401149999999999896e+00,1.405651100000000042e+00,1.419467199999999929e+00,1.433340300000000012e+00,1.434030799999999939e+00,1.427519100000000041e+00,1.136781599999999948e+00,1.023944299999999918e+00,8.059074999999999989e-01,5.414061999999999486e-01,3.381705999999999879e-01,1.768811200000000028e-01,6.662766999999999995e-02,9.588354999999999795e-02,2.311548400000000003e-01,4.660766399999999865e-01,7.537416000000000116e-01,1.207187500000000080e+00,1.588287800000000027e+00,1.953926999999999969e+00,2.298655300000000068e+00,2.621779699999999824e+00,2.937202200000000207e+00,3.153149599999999886e+00,3.220920599999999911e+00,3.167065599999999925e+00,2.890611999999999959e+00,2.594925899999999785e+00,2.266242000000000090e+00,1.786565799999999982e+00,1.398549800000000065e+00,1.054438200000000103e+00,6.313674400000000020e-01,3.279146600000000245e-01,2.440604000000000107e-01,2.599792200000000109e-01,4.913026999999999811e-01,7.316532000000000036e-01,1.112476299999999974e+00,1.403151500000000107e+00,1.854244000000000003e+00,2.326040700000000072e+00,2.621847600000000167e+00,2.918619899999999934e+00,3.124221599999999821e+00,3.197102500000000180e+00,3.102570500000000120e+00,2.966587999999999781e+00,2.547822000000000031e+00
9.678542000000000201e+00,9.679093999999999198e+00,9.679194999999999993e+00,9.678547999999999263e+00,9.678297999999999845e+00,9.678150999999999726e+00,9.678369500000000514e+00,9.678395999999999333e+00,9.681150999999999840e+00,9.683695999999999415e+00,9.686491000000000184e+00,9.733551000000000286e+00,9.748654000000000153e+00,9.771003999999999579e+00,9.790381999999999252e+00,9.800145000000000550e+00,9.804687500000000000e+00,9.806321999999999761e+00,9.806103999999999488e+00,9.803394000000000830e+00,9.794254000000000460e+00,9.775055999999999301e+00,9.725426000000000570e+00,9.665831000000000728e+00,9.592936500000000422e+00,9.509987999999999886e+00,9.422392000000000323e+00,9.325511999999999802e+00,9.253035000000000565e+00,9.232692000000000121e+00,9.256802000000000419e+00,9.354765000000000441e+00,9.445278000000000063e+00,9.534921999999999898e+00,9.640444000000000457e+00,9.703134999999999621e+00,9.744818999999999676e+00,9.779363999999999280e+00,9.792797000000000196e+00,9.796143999999999963e+00,9.797501000000000460e+00,9.790482000000000795e+00,9.776908999999999850e+00,9.742146500000000486e+00,9.703115999999999630e+00,9.621112000000000108e+00,9.510324499999999404e+00,9.427630999999999872e+00,9.336518999999999124e+00,9.270079000000000846e+00,9.250199999999999534e+00,9.283125000000000071e+00,9.327453999999999468e+00,9.453585999999999601e+00
