1.00E+00,2.00E+00,3.00E+00,4.00E+00,5.00E+00,6.00E+00,7.00E+00,8.00E+00,9.00E+00,1.00E+01,1.10E+01,1.20E+01,1.30E+01,1.40E+01,1.50E+01,1.60E+01,1.70E+01,1.80E+01,1.90E+01,2.00E+01,2.10E+01,2.20E+01,2.30E+01,2.40E+01,2.50E+01,2.60E+01,2.70E+01,2.80E+01,2.90E+01,3.00E+01,3.10E+01,3.20E+01,3.30E+01,3.40E+01,3.50E+01,3.60E+01,3.70E+01,3.80E+01,3.90E+01,4.00E+01,4.10E+01,4.20E+01,4.30E+01,4.40E+01,4.50E+01,4.60E+01,4.70E+01,4.80E+01,4.90E+01,5.00E+01,5.10E+01,5.20E+01,5.30E+01,5.40E+01,5.50E+01,5.60E+01,5.70E+01,5.80E+01,5.90E+01,6.00E+01,6.10E+01,6.20E+01,6.30E+01,6.40E+01,6.50E+01,6.60E+01,6.70E+01,6.80E+01,6.90E+01,7.00E+01,7.10E+01,7.20E+01,7.30E+01,7.40E+01,7.50E+01,7.60E+01,7.70E+01,7.80E+01,7.90E+01,8.00E+01,8.10E+01,8.20E+01,8.30E+01,8.40E+01,8.50E+01,8.60E+01,8.70E+01,8.80E+01,8.90E+01,9.00E+01,9.10E+01,9.20E+01,9.30E+01,9.40E+01,9.50E+01,9.60E+01,9.70E+01
0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.56E-04,3.03E-03,9.06E-03,1.54E-02,1.92E-02,1.85E-02,2.40E-02,3.12E-02,3.90E-02,4.77E-02,3.27E-02,1.53E-02,-7.39E-03,-2.69E-02,-1.11E-02,-3.73E-02,-3.66E-02,2.60E-02,3.54E-02,6.39E-02,2.01E-01,2.76E-01,2.44E-01,2.04E-01,1.53E-01,1.09E-01,1.49E-01,1.52E-01,1.17E-01,9.20E-02,1.02E-01,6.48E-02,2.46E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.53E-04,6.57E-03,1.96E-02,4.06E-02,6.42E-02,9.26E-02,9.38E-02,9.80E-02,6.91E-02,7.30E-02,9.77E-02,1.40E-01,2.99E-01,2.17E-01,6.03E-01,3.52E-01,2.60E-01,1.86E-01,1.47E-01,4.99E-02,-9.06E-02,-2.09E-01,-1.93E-01,-2.38E-01,-2.77E-01,-2.50E-01,-2.65E-01,-2.53E-01,-2.24E-01,-1.94E-01,-1.37E-01,-8.31E-02,-3.66E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-3.59E-03,-1.36E-02,-3.57E-02,-7.18E-02,-1.13E-01,-1.19E-01,-1.98E-01,-3.68E-01,-6.23E-01,-8.77E-01,-1.16E+00,-1.47E+00,-1.60E+00,-1.92E+00,-2.14E+00,-2.08E+00,-2.07E+00,-2.08E+00,-1.97E+00,-2.07E+00,-2.11E+00,-2.14E+00,-1.97E+00,-1.62E+00,-1.30E+00,-9.90E-01,-8.01E-01,-6.97E-01,-6.13E-01,-5.21E-01,-3.90E-01,-2.20E-01,-1.04E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-2.30E-03,-2.82E-03,-3.92E-03,-2.19E-03,-4.74E-04,1.87E-03,5.00E-03,1.93E-02,2.89E-02,2.95E-02,1.50E-02,-1.26E-02,-1.60E-02,1.52E-02,-2.25E-02,1.28E-01,2.72E-01,3.11E-01,2.87E-01,3.05E-01,1.29E-01,2.00E-02,-2.50E-01,-4.24E-01,-3.90E-01,-4.34E-01,-6.53E-01,-7.95E-01,-7.71E-01,-6.20E-01,-4.69E-01,-1.11E-01,2.97E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-2.13E-02,-6.71E-02,-1.43E-01,-2.29E-01,-2.81E-01,-2.88E-01,-2.92E-01,-3.11E-01,-3.15E-01,-3.28E-01,-4.06E-01,-4.44E-01,-4.40E-01,-4.59E-01,-3.42E-01,-1.13E-01,6.22E-04,1.26E-01,1.65E-01,1.99E-01,2.44E-01,3.52E-01,6.92E-01,1.55E+00,2.01E+00,2.49E+00,2.49E+00,2.24E+00,1.95E+00,1.72E+00,1.71E+00,2.26E+00,3.03E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-3.31E-03,-2.70E-02,-7.10E-02,-1.21E-01,-1.52E-01,-1.71E-01,-1.65E-01,-1.52E-01,-1.28E-01,-1.08E-01,-9.89E-02,-9.07E-02,-8.83E-02,-8.31E-02,-5.94E-02,-2.29E-02,-9.91E-03,4.45E-03,9.06E-03,1.12E-02,-5.69E-03,-3.05E-02,-9.75E-02,-2.52E-01,-3.72E-01,-5.34E-01,-6.48E-01,-6.68E-01,-6.20E-01,-5.56E-01,-5.55E-01,-7.00E-01,-9.01E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
3.41E-01,-1.20E-01,-2.58E-01,-1.66E-01,8.02E-02,-2.98E-02,1.12E-01,8.84E-02,-7.78E-02,-2.17E-01,-1.49E-01,-1.24E-01,5.32E-02,2.39E-01,-5.33E-02,-4.65E-02,-2.57E-02,-1.54E-01,1.86E-01,1.93E-01,4.16E-02,-1.10E-01,4.64E-02,-7.49E-02,-8.71E-02,1.84E-01,1.84E-01,3.13E-01,-3.22E-01,1.31E-01,1.05E-02,-4.43E-01,-8.10E-01,3.23E-01,7.51E-02,-4.49E-01,7.88E-01,-1.03E+00,1.06E-01,-4.99E-01,-5.44E-01,3.22E-01,-3.88E-01,-1.44E+00,3.11E-01,-1.42E-01,-2.30E-01,9.65E-02,-2.51E-01,-1.81E-01,9.67E-01,5.94E-01,9.37E-01,1.06E+00,9.83E-01,7.77E-01,4.85E-01,4.18E-01,5.04E-02,1.57E-01,2.10E-01,1.07E-01,1.70E-01,1.32E-01,-2.47E-01,-6.86E-02,1.92E-02,1.04E-01,-2.00E-02,2.88E-01,7.13E-02,-2.00E-02,-1.43E-01,1.76E-01,3.42E-02,-3.08E-01,-2.17E-02,3.25E-02,1.30E-01,-1.59E-02,-8.61E-02,-2.06E-01,-3.41E-02,2.02E-02,-1.11E-01,-1.12E-01,1.79E-01,2.90E-02,-1.21E-03,-2.09E-02,1.01E-01,-5.66E-02,5.45E-02,1.35E-01,-1.14E-01,-3.45E-01,-3.68E-01
1.41E-01,-1.59E-01,-5.51E-02,-8.49E-02,-8.16E-03,1.77E-02,-7.06E-02,1.34E-01,-2.92E-02,-2.88E-02,-1.29E-02,-1.19E-01,-3.46E-02,9.06E-02,2.63E-02,4.38E-02,-3.50E-02,-1.05E-01,-3.03E-02,-4.69E-02,1.44E-01,-1.02E-01,-4.14E-02,-4.99E-02,-1.20E-01,-2.54E-01,-3.80E-01,-4.65E-01,-4.57E-01,-2.60E-01,2.85E-01,-5.84E-01,-1.38E+00,-1.14E+00,-1.42E+00,-1.06E+00,-8.31E-01,-1.17E+00,2.85E-01,-1.95E+00,1.57E+00,6.95E-01,7.57E-01,3.77E-01,1.35E+00,7.86E-01,1.31E+00,-2.02E-01,6.01E-01,4.12E-02,-6.52E-01,-1.71E+00,-1.63E+00,-1.55E+00,-1.54E+00,-1.17E+00,-1.19E+00,-1.87E+00,-2.54E+00,-1.21E-01,1.41E-01,1.43E-01,5.12E-01,1.09E-01,-1.83E-01,1.17E-01,6.93E-04,-1.99E-01,-4.91E-02,-9.49E-02,3.37E-01,1.06E-01,3.67E-02,6.25E-02,5.08E-02,5.83E-04,-3.40E-01,-5.11E-02,-1.28E-01,-3.75E-02,1.70E-01,-4.10E-02,8.01E-02,-1.01E-01,4.73E-02,-5.83E-02,-1.67E-01,-6.49E-02,1.26E-01,3.92E-02,1.02E-01,1.15E-01,-2.14E-01,-8.01E-02,-4.14E-02,6.68E-02,6.68E-02
5.30E-02,-9.57E-02,3.33E-02,2.12E-02,7.18E-02,-3.35E-02,-7.41E-03,-3.15E-03,-4.39E-03,7.44E-02,-7.33E-02,-3.61E-02,2.61E-02,1.11E-02,2.75E-03,8.94E-03,4.50E-02,1.66E-03,6.00E-02,2.92E-02,1.70E-02,-8.53E-02,-9.70E-02,-1.04E-01,-6.74E-02,-1.94E-03,-2.70E-01,-2.47E-01,-2.37E-01,-8.55E-02,-2.14E-01,3.30E-01,7.58E-01,1.18E+00,1.34E+00,1.24E+00,1.12E+00,4.66E-01,1.75E+00,1.44E+00,8.82E-01,6.49E-01,1.10E+00,1.27E-01,6.58E-01,1.50E-02,9.12E-02,-1.76E-01,-7.58E-01,-1.25E+00,-7.41E-01,-5.63E-01,-1.61E-01,-1.53E-01,7.86E-03,6.66E-01,5.92E-02,3.82E-01,5.52E-01,-8.08E-02,4.77E-02,7.24E-02,1.19E-02,1.51E-01,-1.15E-01,-1.13E-01,-1.33E-01,1.03E-02,4.64E-01,5.76E-01,5.56E-01,4.08E-02,-5.24E-02,-1.26E-01,-1.67E-01,2.89E-01,-4.01E-01,-3.82E-02,1.83E-02,-1.21E-01,2.89E-01,2.36E-02,1.60E-01,-5.20E-02,9.88E-02,9.18E-02,-3.00E-01,4.51E-02,8.86E-02,9.94E-02,1.35E-01,1.39E-01,-4.85E-01,3.68E-02,9.94E-01,1.14E-01,1.14E-01
